new_building,location,address,price,title,facilities,description_text,ad_url,id,num,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,fellesformue,formuesverdi,fellesgjeld,festeavgift,boligselgerforsikring,kommunale_avg,renovert_ar,tomt,grunnflate,sikringsordning,solgtpris,utleiedel
FALSE,,"Øvrefoss 6 G, 0555 Oslo",3500000,"GRÜNERLØKKA: Praktisk og lys 1(2)-roms leilighet med alkove. Hyggelig balkong på ca. 7,5kvm. Sentral beliggenhet.","Balkong/Terrasse, Kabel-TV, Offentlig, vann/kloakk, Turterreng, Fellesvaskeri, Sentralt, Rolig"," Velkommen til visning! Ta kontakt dersom oppsatt visningstidspunkt ikke skulle passe for å avtale privatvisning. Visningspåmelding Øvrefoss 6 G er en lys og luftig 1-roms leilighet med praktisk planløsning og flott balkong. Leiligheten har en god planløsning med gode lysforhold, dekorativ alkoveløsning og bad, og den romslige balkongen på hele 7,5kvm er et ypperlig uterom for avslappende dager sommerstid. Et smart og stilrent hjem med attraktive kvaliteter!Leiligheten har en sentral beliggenhet ved Birkelunden med kort vei til alt av servicetilbud, forretninger og offentlig kommunikasjon. Det er flere flotte parker og rekreasjonsområder i nærheten samt få meters gange til Akerselvas idylliske turområde.- Lys og praktisk 1-roms leilighet med fin plassering i tredje etasje- Flott balkong på ca. 7,5kvm med høytliggende preg- Oppgradert 2020 med bl.a. nye fronter og ny benkeplate på kjøkken- Baderom påkostet med ny servant og nytt blandebatteri 2020- Originale tregulv- God lagringsplass i to eksterne disponible kjellerboder- Hyggelig fellesområde med gressplen og sittegrupperVelkommen til visning! Velkommen til visning! Ta kontakt dersom oppsatt visningstidspunkt ikke skulle passe for å avtale privatvisning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209197973,209197973,NA,12620,3756243,3279,Leilighet,Aksje,NA,33,33,3,1939,NA,1,511,37,27008,1071774,243623,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Perfekt førstegangskjøp på nedre løkka,"Sverdrups gate 11, 0559 Oslo",3500000,"Schous Plass: Pen 1-roms m/sovealkove, bygget som et eget soverom. Takhøyde 2,95 m, stukkatur og rosett. Lave fellesutg.","Parkett, Rolig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," For å sikre trygge visninger og ivareta smittevern, viser vi boliger kun til begrenset besøkende etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen visningspåmelding . Visningspåmelding Særs attraktiv beliggenhet nederst på løkka v/Schous Plass, i rolige Sverdrups gate som er trafikkstille (lite gjennomkjøring). Svært god romfølelse. En pen 1-roms på 32 m2 m/alkove, fremstår som soverom meg pga. størrelse må karakteriseres som alkove.Oppsummert:- 2,95 meter takhøyde i stue- Klassiske detaljer; høye vinduer, stukkatur, rosett- Pusset opp sist ca. 2008- Nymalt i trendfargen Granskygge feb 2021- Lavt strømforbruk (ca. 8000 kWh årlig)- Lave fellesutgifter: kr 2 810,- pr mnd.- Absolutt ""alt"" i umiddelbar nærhet! Skoler, kollektivtrafikk, etc.Velkommen til visning!Kontakt Ingvild Aas, 952 36 202 / aas@privatmegleren.noPrivatmegleren UllevålTeamet Styling: Kathrine Høgh, DetaljFoto: Anne Andersen For å sikre trygge visninger og ivareta smittevern, viser vi boliger kun til begrenset besøkende etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen visningspåmelding . Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209504515,209504515,NA,99090,3600220,2810,Leilighet,Eier(Selveier),1,32,32,3,1895,G-rød,1,272,35,24469,648348,1130,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,St. Hanshaugen,"Uelands gate 26, 0456 Oslo",7790000,Gjennomgående 4-roms toppleilighet over to plan - Arkitekttegnet trapp - Peis - Vestvendt balkong,"Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Tir. 9. mars 1830 - 1930 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Dette er en gjennomgående 4-roms leilighet over 2 plan med separat kjøkken og balkong. Leiligheten har en populær beliggenhet på Alexander Kiellands plass / St. Hanshaugen. Det er kort vei til det meste av fasiliteter og servicetilbud i umiddelbar nærhet som forretninger, kaféer, restauranter, offentlig kommunikasjon, dagligvare og treningssentre. Boligen har store rom og har følgende planløsning:3.etasje: Stue med peis, separat kjøkken, baderom, entré, 2 gode soverom. Utgang til vestvendt balkong på ca 2,6 m² fra kjøkkenet.Loftsetasje: Loftstue med gulvareal på hele 58 m² inklusive pipe og utsparing for trapp. Loftet har flere bruksområder og brukes idag som loftsstue, hjemmekontor og gjesterom.Leiligheten disponerer to kjellerboder på henholdsvis 2,5 m² og 8,5 m².Velkommen til visning! Tir. 9. mars 1830 - 1930 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209504278,209504278,NA,8060,8001060,5847,Leilighet,Andel,2,103,103,3,1927,G-oransje,4,1825,13,NA,1199675,203000,2458,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Lindeberg | Skjønhaug Brl.,"Lindebergåsen 1 B, 1071 Oslo",2900000,Meget stor 2-roms m/ekstra sovealkove | V.vann inkl. | God planløsning | Innglasset balkong | Garasje | Nærhet til marka,"Balkong/Terrasse, Rolig, Kabel-TV, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning","360° visning Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding PrivatMegleren v/Sang Quach Le Ngoc har gleden av å presentere en Lindebergåsen 1 B - perfekt førstegangsbolig i et meget populær borettslag! Leiligheten har gjennomtenkte romløsninger og har store vindusflater som byr på mye naturlig lys, hvilket gir en meget romslig romfølelse. Utgang til sydøstvendt innglasset balkong ca. 10 m². Leiligheten har noe moderniseringsbehov, men er likevel godt vedlikeholdt. Leiligheten passer perfekt for deg som er på vil ha både pose og sekk - nærhet til marka med flotte rekreasjonsmuligheter samt kort vei til sentrum.Lindebergåsen 1 BMeget stor 2-romsEkstra sovealkoveNoe moderniseringsbehovInnglasset balkongVarmtvann inkl. i felleskostnaderGarasjeplass i felles anleggMeget god planløsningNærhet til markaVeletablert og meget populær borettslag Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209504083,209504083,NA,15554,3036630,3695,Leilighet,Andel,1,54,65,2,1978,D-rød,2,23932,72,8156,702061,121076,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Torshov,"Agathe Grøndahls gate 42, 0478 Oslo",7500000,Romslig og innbydende 3-roms over 2 plan v/ Torshovparken - Klassisk Torshovgård - Selveier - Attraktiv beliggenhet!,"Peis/Ildsted, Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Livsløpsstandard"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Agathe Grøndahls gate 42Dette er en pen og luftig 3-roms selveierleilighet beliggende i en ettertraktet gate på populære Torshov. Leiligheten er gjennomgående og har store flotte vindusflater som slipper inn godt med lys og en meget god standard. Leiligheten ligger fritt og rolig til, i byggets høye første etasje med en sosial planløsning som fordeler seg på følgende måte:Første etasje: Entré, stor stue med nye gulv og peis, delikat kjøkken med spiseplass, flislagt baderom og et separat toalett.Underetasjen: Fra stuen går en lekker trapp ned til underetasjen som består av to gode soverom, en innvendig bod samt gangen som i dag brukes som kontor, lesekrok og gjeste-alkove.Velkommen til visning! Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209503741,209503741,NA,201120,7760979,3772,Leilighet,Eier(Selveier),2,100,103,1,1925,G-oransje,NA,4672,114,103968,1537091,59859,133552,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Skjermet og tilbaketrukket på Adamstuen,"Stensgata 38 B, 0358 Oslo",2390000,Meget lekker selveierleilighet med svært ettertraktet beliggenhet på Adamstuen - Fyring og varmtvann inkl.,"Parkett, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Tir. 9. mars 1700 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Stensgata 38 B!Meget lekker selveierleilighet med svært ettertraktet beliggenhet på Adamstuen i bydel St. Hanshaugen. Rett utenfor døren finner du et eldorado av service- og kollektivtilbud, samtidig som leiligheten ligger skjermet og tilbaketrukket til. Her får du en flott leilighet med smarte, skreddersydde løsninger for optimal utnyttelse. Leiligheten har bl.a en oppbygd hems med nattbord og garderoberom/walk-in closet under, plassbygd kjøkkeninnredning og flott tregulv. Videre har leiligheten en åpen stue- og kjøkkenløsning med blant annet plass til en fin sofagruppe og spisebord. De store vindusflatene bidrar til å skape en god romfølelse og gir leiligheten rikelig med naturlig lys. Leiligheten har også et lekkert flislagt baderom i en innbydende og tidløs utførelse. Tir. 9. mars 1700 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209503204,209503204,NA,74640,2478097,1387,Leilighet,Eier(Selveier),NA,17,17,1,1941,E-mørkegrønn,NA,2151,20,3535,472095,13457,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,LEKKERT LOFT PÅ TÅSEN/BAKKEHAUGEN,"Christophers vei 2, 0871 Oslo",4350000,Nydelig 2R+ alkove. Loftsleil. på 61 kvm gulvflate. Potensial på råloftet. Oppvarming+ v.vann i f.utg. Sentralt. MÅ SEES,"Barnevennlig, Bredbåndstilknytning, Hage, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Parkett, Sentralt, Utsikt, Utvidelsesmuligheter, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS for å avtale ditt oppmøtetidspunkt. Husk munnbind på visning! Husk også å lese salgsoppgave før visning. Visningspåmelding En lys og flott oppusset loftsleilighet med åpent utsyn mot vest. Leiligheten er svært tiltalende med store vinduer fra gulv til tak, stor stue med god plass til salong og spisegruppe, et romslig kjøkken, delikat bad fra 2020, stort innredet soverom (disponibelt rom) med takvindu, sovealkove og stor innvendig bod hvor man kan sette inn takvinduer. Sjarmerende skråtak, stor gulvflate (ca 61kvm). Lave f.utg som inkl. varmtvann og oppvarming, kabel-tv, trappevask og nedbetaling av fellesgjeld. Sentralt med svært kort vei til t-bane/buss/flybuss, samt forretninger (Tåsen senter), Rikshospitalet, Ullevål Sykehus, Nydalen. Kort vei til flotte turområder i eikeskogen rett bak bygningen, Havnabakken og Damefallet som leder til marka med utallige tur/ski-muligheter. Ingen forkjøpsrett - lave omk. Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS for å avtale ditt oppmøtetidspunkt. Husk munnbind på visning! Husk også å lese salgsoppgave før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209476361,209476361,NA,12620,4465620,3099,Leilighet,Aksje,1,50,50,4,1956,G-mørkegrønn,2,10236,55,8054,936292,103000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,På ENSJØ,"Rolf Hofmos gate 13, 0655 Oslo",3550000,En moderne 4-R leilighet med markterrasse på 11 m² *Medfølger garasjeplass *IN-ordning på fellesgjeld *Rett ved T-banen,"Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Alarm, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Livsløpsstandard, Lademulighet"," Husk å melde deg på til visning. Takk! Visningspåmelding En stor 4-roms leilighet fra 2009 med meget god romfølelse, god planløsning og trappefri adkomst. Leiligheten ligger attraktivt til, det er kun et par minutters gange til Ensjø T-bane og Ensjø Torg med tilgang til alle fasiliteter.Her kan man flytte rett inn:Lys og stilren 4-roms med en velutnyttet planløsningRomslige rom med flere møbleringsmuligheterStore vindusflater bidrar til godt med naturlig lysinnslippOppvarmet garasjeplass med heisadkomstVeldrevent borettslagVarmtvann, oppvarming og strøm inkl. i felleskostnader( A-konto)IN-ordning på fellesgjeldAttraktivt område i stor utviklingKort vei til offentlig kommunikasjonGangavstand til fasiliteter og servicetilbud Har du spørsmål angående leiligheten, kontakt Sheraz Gilani på tlf: 98 49 18 85.Hjertelig velkommen til visning! Husk å melde deg på til visning. Takk! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209500824,209500824,NA,15504,5685504,7415,Leilighet,Andel,3,80,83,NA,2009,D-mørkegrønn,4,1944,90,22036,1513375,2120000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Luftig og solrikt på Sandaker,"Frederik Glads gate 24B, 0482 Oslo",4700000,Pen 3-roms m/romslig nordvestvendt innglasset balkong | Bad fra 2020 | Ettermiddags- og kveldssol | V.vann/fyring inkl.,"Balkong/Terrasse, Parkett, Barnevennlig, Rolig, Kabel-TV, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Frederik Glads gate 24B! Attraktiv 3-roms leilighet med solrik balkong på 6 kvm med tilbaketrukket beliggenhet på Sandaker. Gjennomgående leilighet med godt utnyttet planløsning hvor man har to luftige soverom, store vindusflater og generøs takhøyde som bidrar til god romfølelse. Lekkert baderom helrenovert 2020 med tidløst designInnglasset balkong gjør at man kan nyte solen fra tidlig vår og langt utover høstsesongenFlott stue med god plass til sofagruppe med tilhørende møblement og romslig spisegruppeSeparat kjøkken med gode oppbevaringsmuligheter i over- og underskapGode oppbevaringsmuligheter i flere garderobeskapDisponibel bodplass på totalt ca. 15 kvmV.vann og fyring er inkl. i fellesutgiftenePasser utmerket for par, single eller for den som ønsker å leie ut et soverom Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209498671,209498671,NA,15554,4824074,4278,Leilighet,Andel,2,64,72,2,1953,F-lysegrønn,3,927,79,19073,1168766,108520,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Høyt og luftig | Waldemars Hage,"Darres gate 10, 0175 Oslo",6900000,"Pen 4-roms selveier med sydvendt balkong på ca 10,2 kvm.| V.vann og fyring inkl. | 7. etasje | Populær beliggenhet","Balkong/Terrasse, Parkett, Heis, Rolig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Darres gate 10! Pen 4-roms selveier fra 2009 med sydvendt, solrik balkong på ca. 10,2 kvm beliggende i populære Waldemars Hage. Gjennomgående leilighet som ligger høyt og luftig i byggets 7. etasje med gode utsiktsforhold. Åpen stue- og kjøkkenløsning med god plass til både hyggelig spise- og sittegruppe. Fra stuen har man utgang til stor balkong, her kan man innrede med utemøbler, grill og beplantning. Pent, flislagt baderom med opplegg for vaskemaskin og varmekabler i gulv. Meget gode sol- og utsiktsforholdStore vindusflater som skaper god romfølelse3 romslige soveromGode oppbevaringsmuligheter i garderobeskap, omkledningsrom/walk-in closett og en kjellerbod på ca. 4,3 kvmDet er mulighet for å kjøpe eller leie garasjeplass ved ledighet i oppvarmet garasjeanlegg Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209497620,209497620,NA,184070,7084070,3878,Leilighet,Eier(Selveier),3,73,73,7,2010,D-mørkegrønn,4,3313,80,21078,1331305,NA,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Carl Berner,"Frydens gate 4C, 0564 Oslo",3600000,"Nydelig 2-roms i 3.etg med god standard | Kabel-TV, internett, V.vann og fyring er inkl |Vestvendt balkong på 3 kvm!","Balkong/Terrasse, Bredbåndstilknytning, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt, Turterreng"," I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding Oliver Bruksås v/DNB har gleden av å presentere en arealeffektiv 2-romsleilighet sentralt på Carl Berner. Leiligheten ligger i byggets 2 etg og har god standard beliggende i et attraktivt og avslappende område. Leiligheten passer perfekt til den som ønsker å bo i et flott område med nærhet til sentrum. Forventningene du får ved ankomst blir tilfredsstilt inne i leiligheten. De duse fargetonene, den lyse atmosfæren og vestvendt balkong setter et koselig preg på leiligheten. Leiligheten har også god takhøyde. Leiligheten ligger i 2. etg. og inneholder:Entre: God plass til oppbevaringKjøkken: Godt med skap- og benkeplassSoverom: God størrelse med plass til dobbeltsengBadeværelse: Oppusset i regi av sameietStue: God plass til sittegruppeBod: Romslig bod på 2,5 kvm Per Oliver Bruksås Eiendomsmegler Mobil 911 18 798 Send melding Avrinder Singh Hundal Eiendomsmegler Mobil 417 83 411 Send melding I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209285530,209285530,NA,95217,3851030,3496,Leilighet,Eier(Selveier),1,40,40,2,1936,F-mørkegrønn,2,2212,44,NA,869128,155813,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,#SAGENE,"Grimstadgata 30 P, 0464 Oslo",4500000,"Skikkelig fin, lys og innholdsrik 3-R med god standard fra 2016 I Peisovn I Walk-in-closet I Tregulv I Fiber I Må sees!","Peis/Ildsted, Parkett, Barnevennlig, Rolig, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding En skikkelig fin, lys og innholdsrik 3-R leilighet med god og moderne standard. Leiligheten ligger i byggets 2. etasje og har en gjennomgående og god planløsning som utnytter hver kvadratmeter til det fulle. Hele leiligheten ble smakfullt oppusset i 2016, baderommet tidløst oppusset i regi av brl. i 2010. Dette er et hjem med gjennomtenkte, smarte løsninger og fine detaljer.Leiligheten ligger meget sentralt, midt i hjertet av Sagene, og med alt av servicetilbud og grønne parker i umiddelbar nærhet.Nydelig stue med lekker peisovnLys enstavs eikeparkett med gulvvarme i stue, kjøkken og soverom 2Moderne kjøkken fra 2016 med integrerte hvitevarerHovedsoverom med lyse originale tregulv og stort walk-in-closetFint soverom 2 med praktisk innredningModerne bad fra 2010 med VerdibevisVinduer 2019 Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209492719,209492719,NA,15503,4656120,3448,Leilighet,Andel,2,56,56,2,1932,E-rød,3,3553,61,19433,1046318,140617,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NORDSTRAND,"Oberst Rodes vei 80B, 1165 Oslo",11600000,Stor og innholdsrik enebolig med utleiedel (ikke godkjent). Gode solforhold og terrasse. Barnevennlig område,"Balkong/Terrasse, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Alarm, Offentlig, vann/kloakk, Bredbåndstilknytning, Lademulighet","Video Tir. 9. mars 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Oberst Rodes vei 80B! Området er tilbaketrukket samtidig som det kun er et steinkast unna barnehager, skole, Niffen og en rekke servicetilbud. Med lite trafikk og grønne omgivelser er det lett å trives for både store og små. Det er også gjort en vesentlig innvendig oppussing av boligen i perioden 2005-2006 som innebar våtrom, kjøkken og overflater.Kjøkken og bad fra 2005-2006.Oppgradert elektrisk anlegg fra 2005-2006.Stor tomt på 1083 m².3 soverom i 1.etasjen.Pipeløp (avstengt)Terrasse på 44 m².Kort vei til busstopp.Gode solforhold.Boligen går over to plan og følgende rom er inkludert i P-rom:U.etg: Stue, kjøkken, soverom og bad.1.etg: Entré, stue/spisestue, kjøkken, 3 soverom, trapp, bad og WC.I tillegg medfølger 3 innvendig boder på 2, 4 og 8 m² og dobbelgarasje på 42 m². Tir. 9. mars 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209492393,209492393,NA,305670,11905670,NA,Enebolig,Eier(Selveier),4,189,194,NA,1960,NA,7,1083,258,NA,2683146,NA,NA,Ja,6953,NA,NA,NA,NA,NA,NA
