new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,fellesgjeld,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,formuesverdi,lat,long,boligselgerforsikring,fellesformue,kommunale_avg,tomt,utleiedel,festeavgift,renovert_ar,grunnflate,verditakst,festear,sikringsordning,solgtpris
FALSE,NA,"Christian Michelsensgate 27, 0568 Oslo",3800000,CARL BERNER/RODELØKKA: 3-roms -  gjennomgående - utleieobj.,"Ingen, gjenboere, Sentralt"," Tir. 27. april 17.00 - 18.00 + Legg til i kalender Vesentlige opplysninger Attraktiv beliggenhet v/ Carl Berners Plass, og med grense mot kolonihage. Mange servicetilbud i umiddelbar nærhet. Handlemuligheter i Carl Berner Passasjen og Carl Berner Torg.Området rundt leiligheten grenser til Rodeløkka.Gjennomgående leilighet og med skjermet beliggenhet mot Rodeløkka Kolonihage. Veldrevet sameie. Bad oppgradert i 2004/2005.Lave felleskostnader: Varmtvann, oppvarming, internett, mv. inkludert. Tir. 27. april 17.00 - 18.00 + Legg til i kalender",2021-04-21,https://www.finn.no/realestate/homes/ad.html?finnkode=215622781,215622781,77000,96170,3973170,4138,Leilighet,Eier(Selveier),2,54,54,NA,1934,G-oransje,NA,5766,NA,1157000,59.927923,10.772839,NA,NA,NA,NA,NA,NA,NA,59,3800000,NA,NA,NA
FALSE,Populære Tøyen,"Sverres gate 10, 0652 Oslo",8800000,"SJELDEN SJANSE - Stilig ""townhouse"" over to plan med egen inngang. Klassisk herlighet i moderne innpakning. Må sees!","Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk"," Tor. 29. april 1600 - 1700 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Sverres gate 10! En unik og moderne 4-r leilighet over to plan beliggende på Tøyen. Leiligheten har meget god standard med to nyoppussede bad, unike detaljer med teglsteinsvegger og originale trebjelker på vegger og tak. Sameiet var tidligere Christiania Hesteskofabrikk og bygget ble gjort om til leiligheter i 2010. Leiligheten har egen inngang fra Sverres gate. Det er gangavstand til kollektiv kommunikasjon og flere av byens grønne lunger.Kort fortalt: Byggeår 1915Omgjort fra næring til bolig i 2010Renovert i 2020/2021Stor 4-r. leilighet2 plan med egen inngangsdør2 nyoppussede badMeget god standardUnike historiske detaljer som f.eks. teglstein, synlige takbjelker o.l.KjellerbodIN-ordning på fellesgjeldVeldrevet sameieSentrumsnærtGangavstand til kollektiv kommunikasjon Tor. 29. april 1600 - 1700 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=214138744,214138744,462762,243120,9505882,8637,Leilighet,Eier(Selveier),3,120,120,NA,1915,G-rød,4,566,133,1609907,59.910997,10.775156,NA,24851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Trosterud,"Tvetenveien 209, 0675 Oslo",3050000,Stor og pen 2-roms med sørvestvendt innglasset balkong og egen parkeringsplass! Sentral beliggenhet.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Tir. 27. april 16:30 - 18:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding 2(3)-roms toppleilighet med god, sentral beliggenhet og innglasset balkong vendt mot sørvest. Her er det gode solforhold store deler av dagen. Boligen har en god planløsning, med store, luftige rom. Soverommet kan også gjøres om til 2 soverom. Badet har pene flislagte overflater, og kjøkkenet var nytt i 2013 med integrerte hvitevarer. Boligen disponerer egen fast parkeringsplass, og to boder i bygningen. Boligen er klausulert for bevegelseshemmede, og Oslo Kommune i samsvar med Norges Handikapforbund har forkjøpsrett. Norges Handikapforbund har bekreftet at de ikke benytter forkjøpsretten, og boligen kan dermed selges som normalt. Kristian Karlsen Eiendomsmegler/Fagansvarlig Telefon 959 34 248 Mobil 959 34 248 Send melding Tir. 27. april 16:30 - 18:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-20,https://www.finn.no/realestate/homes/ad.html?finnkode=215570339,215570339,83000,8626,3141626,4524,Leilighet,Andel,1,70,80,2,1973,E-rød,2,NA,86,851268,59.92621,10.863043,NA,16911,NA,Eiet,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lilleberg/Hovin,"Lillebergveien 7, 0662 Oslo",4590000,"Lys og pen 3-roms i 3.etg. med solrik sydvestvendt balkong og fantastisk utsikt | Nyere vinduer - Kort vei til ""alt""","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Book visningstid via ""visningspåmelding""-knappen eller ta kontakt på 48 22 90 70 for å avtale visning. Ta kontakt med megler hvis oppsatt visning ikke passer for å avtale privatvisning. Husk å lese salgsoppgaven før visning, da denne ikke lenger deles ut i papirform pga smitterisiko. Visningspåmelding Velkommen til idylliske Valle Hovin og Lillebergveien 7 - En meget attraktiv 3-roms leilighet med fantastisk beliggenhet og solrik, sydvestvendt balkong med nydelig utsikt mot Oslo by. Leiligheten har en meget god intern beliggenhet i borettslaget med store frodige friområder rett utenfor døren. Kort vei til både T-bane og buss. Meget hyggelig bomiljø og godt naboskap. Her bor du svært sentralt, samtidig stille og rolig i grønne idylliske omgivelser. Leiligheten er moden for modernisering.Høydepunkter: Solrik sydvestvendt balkong med fantastisk utsikt Nye vinduer og balkongdører i 2013/2021 Lave omkostninger Tre boder Kort vei til t-bane og buss Meget god intern beliggenhet Borettslaget er meget populært og godt vedlikeholdtVelkommen til visning! Book visningstid via ""visningspåmelding""-knappen eller ta kontakt på 48 22 90 70 for å avtale visning. Ta kontakt med megler hvis oppsatt visning ikke passer for å avtale privatvisning. Husk å lese salgsoppgaven før visning, da denne ikke lenger deles ut i papirform pga smitterisiko. Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=215335861,215335861,124000,9126,4723126,4372,Leilighet,Andel,2,62,62,3,1953,F-oransje,3,70333,69,974700,59.920235,10.797349,NA,32068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Bøler/Haraløkka,"Bølerlia 72, 0689 Oslo",3800000,Bo godt på toppen av Bøler: Lys 3-roms toppleil.4.etg. - Solrik balkong - Ingen forkjøpsrett - Utsikt o/ Østmarka (nabo),"Balkong/Terrasse, Barnevennlig, Fellesvaskeri, Ingen, gjenboere, Kabel-TV, Peis/Ildsted, Rolig, Sentralt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng"," Tir. 27. april 17:30 - 18:30 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Liker du natur og høre fuglesang? Søker du stillhet og grønne områder, og samtidig kunne bo sentralt? Hiv deg over sykkelsetet og nyt deilig natur rett utenfor døra din. Eller kanskje bare ta med familien på en helt impulsiv kveldsdukkert i Nøklevann eller i Ulsrudvann på en deilig, varm sommerdag, uten de store forberedelsene? Bor du på Haraløkka har du disse mulighetene i umiddelbar nærhet. Skulle du savne kulturlivet i sentrum, er du ikke lenger enn 20 min unna med t-banen. Kort fortalt:- Balkong på 7,3 kvm. med sol fra ca 14 til 22- Kjøkken i 2008, nyere hvitevarer- Vedovn- Våkn opp til soloppgangen over Østmarka!- Meget barnevennlig - 4 lekeplasser i borettslaget.- Mye luft og grønne, frodige fellesområder omkranser blokkene i brl.- Lokalbutikken er kun 350 m. unn Tir. 27. april 17:30 - 18:30 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",2021-04-20,https://www.finn.no/realestate/homes/ad.html?finnkode=215578805,215578805,56844,1132,3857976,2898,Leilighet,Andel,2,64,64,4,1960,G-oransje,3,62408,71,903682,59.883539,10.854159,NA,14682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lambertseter/Bergkrystallen,"Bergkrystallen 16, 1155 Oslo",3450000,Pen hjørneleilighet med solrik balkong og hyggelig utsyn - Vinduer 2021 - Bad 2014 - Kort vei til t-bane/buss og marka,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Book visningstid via ""visningspåmelding""-knappen eller ta kontakt på 48 22 90 70 for å avtale visning. Ta kontakt med megler hvis oppsatt visning ikke passer for å avtale privatvisning. Husk å lese salgsoppgaven før visning, da denne ikke lenger deles ut i papirform pga smitterisiko. Visningspåmelding Velkommen til idylliske Bergkrystallen og Bergkrystallen 16 - En meget attraktiv hjørneleilighet med flott beliggenhet og solrik, sydvendt balkong med hyggelig utsyn. Leiligheten har en god intern beliggenhet i borettslaget med store frodige friområder rett utenfor døren. Kort vei til både T-bane og buss, samt marka. Meget hyggelig bomiljø og godt naboskap. Her bor du stille og rolig i grønne idylliske omgivelser. Høydepunkter: Solrik sydvestvendt balkong med hyggelig utsyn mot pene fellesområder Nye vinduer og balkongdør fra 2021 Bad tatt i regi av borettslaget 2014 Lave omkostninger Tre boder Kort vei til t-bane og buss Etablert et barnerom/kontor Meget god intern beliggenhet Borettslaget er meget populært og godt vedlikeholdVelkommen! Book visningstid via ""visningspåmelding""-knappen eller ta kontakt på 48 22 90 70 for å avtale visning. Ta kontakt med megler hvis oppsatt visning ikke passer for å avtale privatvisning. Husk å lese salgsoppgaven før visning, da denne ikke lenger deles ut i papirform pga smitterisiko. Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215541568,215541568,261000,9126,3720126,2673,Leilighet,Andel,2,54,54,2,1957,F-rød,3,62448,60,852745,59.868684,10.819966,NA,10704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Hasle/Marienfryd,"Hovinveien 37A, 0576 Oslo",6200000,Usjenert og lekker 3-roms - Balkong (15kvm) med utsikt over Lille Tøyen hageby - Garasje - Heis - Attraktiv beliggenhet,"Gjesteparkering, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Ta kontakt for å avtale visning Visningspåmelding Krogsveen avd. Hasle v/ Emir Resulbegovic har gleden av å presentere denne moderne leiligheten med spennende planløsning og gjennomgående høy standard. Leiligheten har en svært attraktiv beliggenhet på enden i 5.etg., med heistilgang.Med flott utsikt over pittoreske Lille Tøyen hageby uten innsyn, oppleves leiligheten som usjenert. Blokken ligger i rolige og ettertraktede omgivelser på Marienfryd.Fra stuen er det utgang til romslig balkong på 15 kvm, som strekker seg langs hele stuen.Her er det ettermiddags- og kveldssol på dyp balkong, som gjør at leiligheten holder seg behagelig sval gjennom varme sommerdager. Meget god arealutnyttelse Garasjeplass med bod bak - heis rett ned Toppetasje med upåklagelig utsikt Fortrinnsrett i Bhg. Espira Marienfryd Ta kontakt for å avtale visning Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215350849,215350849,NA,157092,6357092,3679,Leilighet,Eier(Selveier),2,69,69,5,2013,D-mørkegrønn,3,1245,78,1360703,59.920872,10.790269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lørenporten,"Lørenveien 59 A, 0585 Oslo",4300000,Smart 3-roms hjørneleilighet med 9 kvm sydøstvendt overbygd balkong. Heis. Sykkelverksted for sykler/smørebod. Bilpool.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Sentralt, Vaktmester-/vektertjeneste"," Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Perfekt førstegangsbolig eller utleieobjekt: 3-roms i 4. etasje med fin planløsning. Stue med åpen kjøkkenløsning og utgang til balkong. Bynært, urbant og likevel barnevennlig.Fasiliteter: Norema-kjøkken, hvitevarene følger med Stue med plass til sittegruppe og tv-benk Overbygd balkong på 9 kvm med fint utsyn og plass til sittegruppe og gassgrill Elektrisk gulvvarme på bad Trappefri adkomst via heis Kjellerbod på 6,1 kvm T-We (Telenor) leverer kabel-tv og fibernett Utbyggergaranti frem til desember 2023 5 minutters gange til Løren Torg, servicetilbud og kjøpesentre Bilpool med 3 biler tilgjengelig i garasjen Godt kollektivtilbud med 500 m til Løren og Økern t-banestasjon Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215193765,215193765,NA,108842,4408842,1720,Leilighet,Eier(Selveier),2,44,44,4,2018,C-mørkegrønn,3,9281,50,890766,59.9301292,10.7941582,NA,4666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Røa,"Sørkedalsveien 240, 0754 Oslo",2900000,Lys og luftig loftsleilighet | 52 kvm gulvareal | Parkeringsplass | Felles hage | Mulighet for vestvendt balkong,"Garasje/P-plass, Hage, Husdyr, tillatt, Parkett, Rolig, Utsikt, Turterreng"," Tir. 27. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding Velkommen til Sørkedalsveien 240! En lys loftsleilighet i 3. etasje, i flermannsbolig på Røa. Leiligheten disponerer en parkeringsplass tomten, har en grønn og frodig felles hage, og flott utsyn mot marka. Lys en-stavs eik parkett og malte slette flater. Tidligere eier fikk godkjennelse av plan- og bygningsetaten til å bygge vestvendt balkong fra stuen. Denne godkjennelsen er utløpt, så ny søknad og godkjennelse må foreligge for utbygning av balkong. Godkjennelse fra sameiet for dette foreligger. Leiligheten har hatt service på takvinduene i 2020. Videre har leiligheten godt med bodplass, med en loftsbod på ca 4 kvm gulvareal rett utenfor leiligheten, en kjellerbod på ca. 2 kvm i kjeller, samt disponerer leiligheten en del av felles, åpent bodareal. Tir. 27. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215550061,215550061,NA,73842,2973842,2670,Leilighet,Eier(Selveier),0,30,30,3,1962,G-rød,2,1689,33,670900,59.958011,10.640894,NA,8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Pilestredet Park,"Pilestredet Park 32, 0176 Oslo",8700000,Lys og luftig 3- roms selveier med 8kvm sydvendt balkong | Modernisert 2021 | Heis | Garasje | Opptil 2.89m takhøyde,"Balkong/Terrasse, Bredbåndstilknytning, Garasje/P-plass, Heis, Husdyr, tillatt, Kabel-TV, Rolig, Sentralt"," Ta kontakt for å avtale visning Visningspåmelding Velkommen til Pilestredet Park 32! En lys og luftig 3- roms selveier leilighet i populære Pilestredet Park med hyggelig utsyn mot parken. Leiligheten har en meget god standard med en rekke fasiliteter som blant annet en 8 kvm sørvendt balkong, heis, og garasjeplass. Leiligheten ble i 2021 modernisert med nytt kjøkken (ikke ovn og platetopp), ny baderomsinnredning, nytt gulv i deler av leiligheten, og hele leiligheten ble malt. Leiligheten har en god planløsning, 2,89 meter takhøyde, og gode vindusflater som gir leiligheten en god atmosfære. Leiligheten har i tillegg til de to soverommene en romslig innvendig bod, som også fungerer godt som hjemmekontor. A-konto oppvarming inkludert i felleskostnadene. Bør sees! Ta kontakt for å avtale visning Visningspåmelding",2021-04-21,https://www.finn.no/realestate/homes/ad.html?finnkode=215547800,215547800,NA,218842,8918842,4004,Leilighet,Eier(Selveier),2,93,93,2,1938,D-mørkegrønn,3,5490,105,1559804,59.920186,10.738007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lilleaker / Ullern,"Ullernchausséen 116D, 0284 Oslo",9950000,Lekker 4-roms topp/hjørne leilighet med 2 garasjeplasser og rå beliggenhet-Heisadkomst-Flotte solforhold- Takterrasse!,"Takterrasse, Aircondition, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Bademulighet, Fiskemulighet, Turterreng, Lademulighet"," Man. 3. mai 18:30 - 19:30 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Velkommen til Ullernchausséen 116D - en svært lys og delikat 4-roms toppleilighet på hyggelig og attraktiv boligområde på Lilleaker / Ullern! Leiligheten oppleves meget hyggelig hvor det er enkelt å trives, og har en god planløsning bestående av entré, to bad, tre soverom, stue, spisestue og kjøkken. Det er også rikelig med lagringsplass både i innvendig bod og kjellerbod. Med leiligheten følger 2 garasjeplasser med mulighet for å montere EL-lader.Høydepunkter:- Stor og romslig- Gjennomgående med mye naturlig lys- 3 soverom- 2 baderom- Nytt kjøkken i 2016 og oppgraderte baderom rundt 2018- Nydelig vestvendt balkong på ca. 13 kvm- Gode solforhold og flott utsikt- Gangavstand til buss, trikk og T-bane- Muligheter for nedbetaling av fellesgjeld- Ingen dok.avgift eller forkjøpsrett Man. 3. mai 18:30 - 19:30 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215546867,215546867,1179999,1132,11131131,15702,Leilighet,Andel,3,95,100,3,2005,D-oransje,4,5204,110,1923812,59.923856,10.641605,NA,40083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Sentralt På Kalbakken,"Kalbakkveien 17, 0953 Oslo",3590000,"Meget pen og attraktiv 3-roms m/sydvestvendt balkong på 7,5 m². V.v/fyr. inkl. Heis. Barnevennlig. Ingen forkjøpsrett!","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Heis, Husdyr, tillatt, Kabel-TV, Sentralt, Turterreng"," Tir. 27. april 16:30 - 17:30 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding EiendomsMegler 1 v/Kristine Aulie har gleden av å presentere Kalbakkveien 17! En innbydende og moderne 3-roms m/flott, solrik balkong på 7,5 m², sentralt på Kalbakken. Leiligheten holder god standard og er malt i tidsriktige, delikate farger. Her får du bl.a. flott entrè m/plass for yttertøy og sko, romslig stue, pent kjøkken i åpen løsning m/god spiseplass, flislagt bad/wc m/opplegg for vaskemaskin og 2 fine soverom m/skyvedørsgarderobe. Automatsikringer. Meget populær beliggenhet i veletablert og barnevennlig boligområde. Det er kort vei til nærbutikker, Sats treningssenter, skoler, barnehager og offentlig kommunikasjon som t-bane, buss og tog. Med Lillomarka rett ved, har man alt man kan drømme om av turmuligheter sommer og vinter. Velkommen til visning! Tir. 27. april 16:30 - 17:30 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding",2021-04-20,https://www.finn.no/realestate/homes/ad.html?finnkode=214843737,214843737,70000,1164,3661164,5256,Leilighet,Andel,2,72,74,3,1962,C-lysegrønn,3,90346,82,904874,59.953459,10.874737,NA,30468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Majorstuen,"SPORVEISGATA 35 A, 0354 Oslo",10800000,Sjelden mulighet! Lekker toppleilighet på 101 m2 | Solrik privat takterrasse på 37 m2 | Heis | Utsikt | Supersentralt,"Balkong/Terrasse, Parkett, Heis, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning"," Tir. 27. april 1600 - 1700 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Lekker toppleilighet på 101 kvm p-romPrivat takterrasse på 37 kvm med svært gode solforhold fra morgen til kveld og fin utsikt2 franske balkongerHeis fra nabooppgang opp til 3. etasje, deretter en trapp opp til 4. etgStore vindusflater gir rikelig med naturlig lysFlott bad med opplegg til vaskemaskin + toalettromLekkert åpent kjøkken med integrerte hvitevarerLys og romslig stue med god plass til sofamøblement og spisebordEgen tv-stue2 soverom (Kan enkelt tilbakeføres til 3 soverom - se alternativ skisse)Kjellerbod på 7 kvmSvært populær og sentral beliggenhet på MajorstuenTilbaketrukket og rolig på toppen av byggetKort vei til sentrum, Frogner, Bislett, Homansbyen mm.1 minutt gange til shoppinggatgen Bogstadveien/HegdehaugsveienSærdeles god offentlig kommunikasjon i områdetLave kjøpsomk. Tir. 27. april 1600 - 1700 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215614183,215614183,NA,8060,10808060,4386,Leilighet,Andel,3,101,101,4,2003,E-rød,4,306,112,2189830,59.9254922,10.7264792,Ja,12539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ensjø,"Ensjøveien 28 A, 0661 Oslo",4900000,Lekker og påkostet 3-roms toppleilighet I Hjørneleilighet med optimal planløsning I Sentralt I Gode parkeringsmuligheter,"Balkong/Terrasse, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Vi har tiltak mot Corona-viruset på våre visninger og vi oppfordrer alle til å melde seg på visning. Visningspåmelding Velkommen til Ensjøveien 28 A - presentert av eiendomsmegler Halid Talic v/ EIE EiendomsmeglingLekker og påkostet toppleilighet med svært sentral beliggenhet på Ensjø. Boligen har en optimal planløsning og består av stor og romslig stue med flere gode møbleringsmuligheter, separat og moderne kjøkken (fra 2013 ), pent flislagt bad, to gode soverom, og en innbydende entré.Fra stuen er det tilgang til herlig sydøstvendt og usjenert balkong med flott utsyn oppover mot Ekeberg.Beliggenheten er svært sentral med bl.a. kort gangavstand til Ensjø t-bane stasjon og til Ensjø Torg.KvaliteterTopp og hjørneleilighetMeget gode sol og lysforholdParkeringsmuligheter på gårdsplassSeparat og stilig kjøkkenca. 100 m. til Ensjø t-bane som tar deg til Jernbanetorget på ca. 5 minca. 150 m. til Ensjø Torg Vi har tiltak mot Corona-viruset på våre visninger og vi oppfordrer alle til å melde seg på visning. Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215613636,215613636,162677,19470,5082147,4100,Leilighet,Aksje,2,68,68,3,1948,G-mørkegrønn,NA,3507,75,1024186,59.911367,10.7916864,NA,27662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lambertseter/Karlsrud,"Radarveien 42, 1152 Oslo",3850000,Toppleilighet med nytt bad og stor hjørnebalkong! Sentralt og barnevennlig.,NA," Ta kontakt for å avtale visning Visningspåmelding Toppleilighet i blokkens 4. etasje med syd-sydøstvendt hjørnebalkong og nytt bad. Leiligheten har en god planløsning og består av entre, stue, bad, 2 soverom og kjøkken. Badet ble modernisert i borettslagets regi i 2020. Leiligheten fremstår velholdt.- Få minutter til t-bane med hyppige avganger!- Sentralt med få minutters gange til kjøpesenter, kino, svømmehall, treningssenter mm.- Lite gjennomgangstrafikk- Etablert og populært boligstrøk!- Velholdt borettslag!- Ingen dokumentavgift- lave kjøpsomkostningerLambertseter er et hyggelig og attraktiv boligområde som bl.a. kan tilby gode rekreasjons- og treningsmuligheter. Det er kort avstand til svømmehall, treningssentre, turveier, idrettsanlegg, samt hyggelige turveier til Østensjøvannet og Østmarka. Heidi Furset Avdelingsleder/ Eiendomsmegler MNEF Telefon 23 16 51 10 Mobil 918 22 454 Hjemmeside Send melding Ta kontakt for å avtale visning Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=215606173,215606173,309000,15554,4174554,5175,Leilighet,Andel,2,68,80,4,1957,D-gul,3,40765,87,NA,59.875624,10.807839,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
