new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,festeavgift,bruttoareal,fellesformue,formuesverdi,fellesgjeld,boligselgerforsikring,renovert_ar,num,kommunale_avg,tomt,grunnflate,sikringsordning,utleiedel,festear
FALSE,Sjelden mulighet på Majorstuen,"Rosenborggata 5, 0356 Oslo",18200000,Stor og innholdsrik 4/5-roms i 4. etasje med 2 balkonger og heisadkomst - Garasje - Høyt og fritt med nydelig utsikt,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Turterreng"," TILTAK VEDR. COVID-19 VIRUS: Dersom du planlegger å delta på annonsert visning skal det gis beskjed i forkant til eiendomsmegler. Dette for å sørge for en trygg gjennomføring. Vi tilbyr også privatvisninger for de som ønsker det. Kontakt megler - Christian L Mathiesen: 99 45 84 53 Visningspåmelding Velkommen til Rosenborggata 5 - En lys og gjennomgående hjørneleilighet høyt og fritt med fantastisk utsikt i 4. etasje. Store rom og vindusflater som gir vakkert lysinnslipp og god atmosfære i leiligheten. I tillegg har leiligheten heisadkomst, garasjeplass og 4 praktiske boder. Leiligheten var opprinnelig 2 seksjoner som er slått sammen og reseksjonert. Mange muligheter som f.eks. hybel/utleiedel, gjestedel, flere soverom, bibliotek mm. Moderniseringsbehov.Høydepunkter:- Heis- Garasjeplass- Fantastisk utsikt- 2 kjøkken, 2 bad og separat wc- Svært sentral og attraktiv beliggenhet med kort vei til alt av fasiliteter- Særdeles lys og luftig leilighet med romslige rom og store vindusflater- Sydvestvendt hjørnebalkong på ca. 10 kvm og vestvendt balkong på ca. 5,5 kvm. TILTAK VEDR. COVID-19 VIRUS: Dersom du planlegger å delta på annonsert visning skal det gis beskjed i forkant til eiendomsmegler. Dette for å sørge for en trygg gjennomføring. Vi tilbyr også privatvisninger for de som ønsker det. Kontakt megler - Christian L Mathiesen: 99 45 84 53 Visningspåmelding",2021-04-16,https://www.finn.no/realestate/homes/ad.html?finnkode=205523497,205523497,464642,18664642,11002,Leilighet,Eier(Selveier),2,203,203,4,1964,G-mørkegrønn,5,1782,NA,218,5956,3674851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Idylliske Ullevål Hageby,"Sognsveien 38, 0851 Oslo",12300000,"Svært lekker og tiltalende leilighet over 2 plan med idyllisk beliggenhet, 2(3) soverom, solrik hageparsell og garasje","Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Hage, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Man. 19. april 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding - Meget attraktiv leilighet i Ullevål Hageby- Nyoppusset 2020- Eksklusive og snekkertilpassede løsninger- Påkostet leilighet og eksklusive materialvalg - Solrik og usjenert hageparsell- Hageparsellen er pent opparbeidet med busker, plen og diverse beplantning- God plass til flere sittegrupper, spisebord, solsenger og grill- Bo sentralt, men samtidig vakkert i grønne og skjønne omgivelser- Meget god intern beliggenhet og barnevennlig og flott utsyn over området rundt- Gjennomgående med vinduer fra to sider- Store vindusflater som gir rikelig med naturlig lys- Arealeffektiv planløsning over to plan med mulighet for 3 soverom- Stor åpen stue/ kjøkkenløsning på loft med god soneinndeling- Lekkert baderom i 2. etasje, samt separat WC i 3. etg.- Egen garasje- Bod i kjeller Man. 19. april 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding",2021-04-12,https://www.finn.no/realestate/homes/ad.html?finnkode=214695031,214695031,11472,12358792,4258,Leilighet,Andel,2,100,100,2,1919,G-rød,4,21693,NA,110,2525,1019385,47320,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Majorstuen/Fagerborg,"Fagerborggata 6B, 0364 Oslo",4650000,Pen 2(3)-roms selveierleilighet |Peis | Varmtv./fyring inkl. | Felles takterrasse | Attraktiv beliggenhet | parkering *,"Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Kabel-TV, Peis/Ildsted, Sentralt, Vaktmester-/vektertjeneste"," Man. 19. april 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning via lenken ""Visningspåmelding"" eller kontakt megler på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi oss beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding Nordvik ved Anders Thorkildsen har gleden av å presentere Fagerborggata 6B - En pen og attraktiv 2(3)-roms selveierleilighet beliggende på populære Fagerborg/Majorstuen. Boligen er gjennomgående med stor stue, lun peis hvor det er god plass til både sofagruppe og spisebord. Kjøkkenet har integrerte hvitevarer og hyggelig frokostplass. Romslig soverom med skyvedørsgarderobe og god plass til dobbeltseng. Delikat bad fra 2009.Stue vender ut mot rolige Vibes gate i en høy 1. etasje mens de andre oppholdsrommene vender mot bakgården som blir en 2. etasje.Leiligheten kan, ved å flytte kjøkkenet ut i stuen, gjøres om til en 3-roms leilighet hvor begge soverom da vil vende ut mot bakgården i 2. etasje. Se alternativ plantegning.Det er mulighet for parkering av bil i lukket og låst bakgård. Man. 19. april 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning via lenken ""Visningspåmelding"" eller kontakt megler på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi oss beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=207838227,207838227,123762,5021566,3308,Leilighet,Eier(Selveier),1,62,62,1,1942,G-mørkegrønn,2,1641,NA,69,1076,1361938,247804,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Gamle Stovner,"Stovnerbakken 60, 0981 Oslo",4300000,Pent og innholdsrikt rekkehus med flere uteplasser og skjermet hage - garasjeplass - lave kjøpsomkostninger,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Hage, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Turterreng"," Man. 19. april 16:00 - 17:00 + Legg til i kalender Tir. 20. april 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding DNB Eiendom ved Kristoffer Ottesen har gleden av å ønske velkommen til Stovnerbakken 60! Er du på utkikk etter ditt nye hjem, og lengter etter å få oppfylt rekkehusdrømmen, kan dette være boligen du har ventet på. Her bor du i et hyggelig og svært familievennlig boligområde med kort gangavstand til skoler, barnehager, offentlig kommunikasjon, samt et rikt utvalg av fasiliteter og servicetilbud. Boligen kan by på flere hyggelige uteplasser og egen hageflekk. God planløsning med lys entré, stort kjøkken, romslig stue med utgang til balkong, 3 soverom, separat WC, baderom med opplegg for vaskemaskin og kjellerstue. Her vil du stortrives!Kort fortalt:- Stor balkong - Skjermet hage med markterrasse- Garasjeplass- Hyggelig utsyn- Lave kjøpsomkostninger - God planløsning Kristoffer Ottesen Eiendomsmeglerfullmektig Mobil 465 03 502 Send melding Man. 19. april 16:00 - 17:00 + Legg til i kalender Tir. 20. april 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-12,https://www.finn.no/realestate/homes/ad.html?finnkode=214722773,214722773,8626,4470626,4360,Rekkehus,Andel,3,109,115,NA,1967,C-rød,NA,25377,NA,122,20560,1115099,162000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Grünerløkka/Ringnes Park,"Biermanns gate 11, 0473 Oslo",7650000,Delikat 4-roms selveier med god beliggenhet - Hybel - Garasjeleie - Heis og solrik balkong. Varmtvann og fyring inkl.,"Balkong/Terrasse, Parkett, Heis, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Livsløpsstandard"," Man. 19. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Biermanns gate 11 er en delikat 4-roms selveierleilighet fra 2005, med topp beliggenhet og egen hybel for utleie. Mulighet for å leie garasjeplass. Ellers har leiligheten en vestvendt balkong som vender ut mot rolig bakgård. I tillegg til bakgården har sameiet en felles takterrasse med flott utsikt utover Oslo.Leiligheten ligger i andre etasje og har god standard på kjøkken og bad. Nyere integrerte hvitevarer og sanitærutstyr som er av nyere tid. I tillegg er de fleste overflater malt/nye i 2017/18. Hoveddelen består av et flislagt bad med gulvvarme, en svært luftig stue med åpen kjøkkenløsning og to soverom, hvorav ett er tilknyttet omkledningsrom. Hybelen deler entré med hoveddelen og har egen balkong, hybelkjøkken og flislagt bad. Generer ca 10.000,- i mnd leie. Man. 19. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=214740142,214740142,203190,7868357,4529,Leilighet,Eier(Selveier),3,82,82,2,2005,C-mørkegrønn,5,379,NA,90,14602,1456299,15167,Ja,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,#LINDERUD,"Erich Mogensøns vei 24, 0594 Oslo",3800000,Fin og lys 3-roms toppleilghet | Utsikt | Innglasset balkong | Heis | Lave bokostnader | Attraktiv og sjelden mulighet!,"Balkong/Terrasse, Heis, Barnevennlig, Rolig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Erich Mogensøns vei 24 - Toppleilighet i 13.etasje med flotte sol- og utsiktsforhold. Boligen har en god og arealeffektiv planløsning, med en innbydende entré, kjøkken, stue, bad og fantastisk balkong. Perfekt beliggenhet for deg som ønsker kort vei til sentrum, samt nærhet til marka. Velkommen til vising.Kort om boligen.Gunstige bokostnader. Á-konto varmtvann, fyring, kabel-TV og internett inkl. i felleskostnader.Innglasset balkong på ca. 9 m².Mulighet for 3 soverom ved å flytte kjøkken.Mulighet for leie av p-plass/garasje.Godt med lagringsplass.Gjennomgående leilighet, gode lysforhold.Heisankomst rett til inngangsdør.FellesvaskeriPopulært og barnevennlig boligomrråde. Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=214739575,214739575,13659,4061497,5092,Leilighet,Andel,2,74,74,13,1964,G-mørkegrønn,3,33569,NA,81,6416,1108097,247838,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ensjøs fineste beliggenhet?,"Malerhaugveien 34C, 0661 Oslo",6300000,Rålekker 3-roms med 2 balkonger og nydelig utsikt! | Tilbaketrukket og usjenert |Gode solforhold | Garasjeplass |Lave FK,"Balkong/Terrasse, Parkett, Heis, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Lademulighet"," Man. 19. april 1730 - 1830 + Legg til i kalender Vi har tiltak mot Corona-viruset på våre visninger og vi oppfordrer alle til å melde seg på visning. Visningspåmelding Velkommen til Malerhaugveien 34C - En rålekker 3-roms selveierleilighet høyt beliggende i blokkens 4. etasje, med 2 solrike balkonger i øst og vest, gjennomgående god planløsning og en helt fantastisk utsikt!Leiligheten er nydelig og holder en meget høy standard, og er ytterligere modernisert med nydelige fargevalg. Her har du usjenert beliggenhet og er skjermet for all bilstøy. Meget barnevennlig med kort vei til skole og barnehage, samt svært godt kollektivtilbud i umiddelbar nærhet. Solen har du nesten hele dagen, og fra alle vinduer i stuen kan du nyte en vakker utsikt.Øvrige kvaliteter:Ny i 20132 romslige soverom2 balkonger på hhv 6,4 og 11,3 kvm med meget gode solforholdLave felleskostn.Kort vei til t-bane og bussIngen innsynGarasjeplassLave omkostningerBod 5,1 kvmFelles sykkelbod Man. 19. april 1730 - 1830 + Legg til i kalender Vi har tiltak mot Corona-viruset på våre visninger og vi oppfordrer alle til å melde seg på visning. Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=214739201,214739201,166520,6466520,3887,Leilighet,Eier(Selveier),2,77,77,4,2013,C-mørkegrønn,3,4590,NA,84,5627,1339581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# SOFIENBERG,"Sofienberggata 61 D, 0563 Oslo",5150000,Gjennomgående 3-roms rett ved Tøyenparken | Vestvendt balkong | Varmtvann/fyring inkl.,"Balkong/Terrasse, Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning, Lademulighet"," Tir. 20. april 1730 - 1830 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til en lys og romslig 3-roms i byggets 3.etasje, beliggende i vakre omgivelser, midt i Tøyenparken.Leiligheten er gjennomgående og har en god planløsning. Den gjennomgående løsningen gir gode lysforhold og svært god romfølelse. I stuen er det god plass til sofagruppe og spisebord, samt utgang til solrik balkong.Vestvendt balkong med gode solforhold.Separat kjøkken.To gode soverom med garderobeskap.To boder på hhv. 10 m2 i kjeller og loftsbod med gulvareal på 13,5 m2.Beboerparkering m/ lademuligheter.Varmtvann og fyring inkl.TV / Internett inkl.Ingen forkjøpsrett.Like ved Tøyenparken og Botanisk Hage.Pene og oppgraderte uteområder med felles grill, sittegruppe mm.Kort vei til grønne parker, barnehager, skoler, butikker, serveringssteder og et ypperlig kollektivtilbud! Tir. 20. april 1730 - 1830 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-16,https://www.finn.no/realestate/homes/ad.html?finnkode=214738729,214738729,19470,5348157,5499,Leilighet,Aksje,2,73,73,3,1946,F-mørkegrønn,3,8518,NA,80,17134,1224670,178687,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,St. Hanshaugen,"Waldemar Thranes gate 64 E, 0173 Oslo",7690000,"Lekker toppleilighet over 2 plan fra 2012 med 11 kvm solrik takterrasse, utsikt og 92 kvm gulvareal!","Balkong/Terrasse, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Lademulighet"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Waldemar Thranes gate 64 E er en lys og svært romslig toppleilighet over to plan med super beliggenhet på St. Hanshaugen. Leiligheten har en lys og åpen løsning med svært luftig takhøyde og store vindusflater som sikrer gode lysforhold i alle rom. Fra hemsen har man utgang til en sjeldent flott takterrasse på 11 kvm med optimale sol-og utsiktsforhold. På takterrassen er det rikelig med plass til stor sittegruppe og grill.Kort fortalt:Toppleilighet over to plan fra 2012 med gulvareal på hele 92 kvmSolrik takterrasse på 11 kvmOppgradert med nye gulv og overflatebehandling i 2018Kjøkken og bad fra 2012Svært luftig takhøyde og store vindusflater som gir svært god romfølelseGod planløsning med flere innredningsmuligheterEier har parkeringsabonnement i Kiellands hus som kan overtas av kjøper Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=214733648,214733648,203812,7895455,3302,Leilighet,Eier(Selveier),NA,75,75,6,1931,G-rød,NA,2065,NA,84,47059,1393120,1642,Ja,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Skøyen/Karenslyst,"Bygdøy Allé 127 A, 0273 Oslo",3850000,"Innbydende og lys | Nydelig utsikt  | Solrik balkong | Heis | Peis | Parkering* | Kabel-tv, v.vann og fyring inkl.|","Balkong/Terrasse, Peis/Ildsted, Heis, Kabel-TV, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding I Bygdøy Allé 127 A finner du en lys og attraktiv aksjeleilighet beliggende i flotte omgivelser på Skøyen/Sjølyst.Fra leilighetens romslige balkong har man nydelig utsikt over Frognerkilen med innseilingen til Oslo i bakgrunnen. Leiligheten ligger i byggets 6.etasje, hvor det er heisadkomst fra gateplan. Bygget er tilbaketrukket, med parkmessige grøntarealer i umiddelbar nærhet. Kort oppsummert:* Svært attraktiv beliggenhet!* Kort vei til alt av servicefasiliteter og offentlig kommunikasjon.* Varmtvann, fyring og kabel-tv inkludert i felleskostnader* Ingen dokumentavgift* Balkong på 7 kvm* Godt med bodareal* Aksjelaget eier parkeringsområdet rundt boligblokken. Parkeringskort medfølger* Kort vei til Bygdøy med turmuligheter* Ingen forkjøpsrett Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=214733047,214733047,18994,3931287,2586,Leilighet,Aksje,NA,41,41,6,1954,F-mørkegrønn,NA,2736,NA,45,756,1055743,62293,Ja,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Kværnerbyen,"Freserveien 37, 0195 Oslo",5300000,"Lekker 3-roms selveier fra 2016 med takhøyde på 2,8 meter og vestvendt balkong - Egen garasjeplass - ""Alt"" inkludert!","Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Livsløpsstandard, Lademulighet"," Tir. 20. april 1700 - 1800 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding I Freserveien 37 bor du tilbaketrukket i rolige og grønne omgivelser, samtidig som du har alt du trenger rett i nærheten.På kort tid har Kværnerbyen blitt forvandlet til et populært og pulserende nabolag med flott arkitektur, grønne lunger, butikker, servicetilbud og et rikt kulturliv - Dessuten ligger Kværnerbyen bare en 5 minutters sykkeltur unna sentrum, Barcode og Sørenga. Velkommen!Kvaliteter:Hele leiligheten vender mot rolig, bilfritt indre gårdsromTakhøyde på 2,8 m.Store vinduer fra gulv til takVestvendt balkong på 8 kvm.Luftebalkong fra ett soveromLuftig planløsning, godt tilpasset sosialt livEgen garasjeplassBygg fra 2016TG1 på alle punkter i tilstandsrapportenBod på 8 kvmBalansert ventilasjonLave bokostnader: fjernvarme, bredbånd og varmtvann inkl.Kun 4 stopp med buss til sentrum Tir. 20. april 1700 - 1800 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding",2021-04-18,https://www.finn.no/realestate/homes/ad.html?finnkode=214730864,214730864,144792,5444792,3416,Leilighet,Eier(Selveier),2,65,65,2,2016,C-mørkegrønn,3,NA,NA,72,12820,1228954,NA,Ja,NA,NA,NA,Eiet,NA,NA,NA,NA
FALSE,Lilleborg / Torshov,"Ivan Bjørndals gate 4, 0472 Oslo",8250000,Gjennomgående og oppusset 4-roms leilighet - Stor balkong med ettermiddagssol - Heis - Garasjeplass med elbil lader,"Balkong/Terrasse, Heis, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning, Lademulighet"," Tir. 20. april 1700 - 1800 + Legg til i kalender Visningspåmelding Pent oppusset 4-roms leilighet med gjennomgående planløsning og heisadkomst. Leiligheten ble pusset opp i 2019 hvor overflater ble malt, nytt gulv og ny kjøkkeninnredning. Her kan du med andre ord flytte rett inn!Verdt å merke seg:Gjennomgående og oppusset leilighet3 gode soveromNordvest-vendt balkong med ettermiddagssolStilig Ikea kjøkkeninnredning montert i 2019Tak og vegger malt i innbydende farger i 2019Nytt slitesterkt laminatgulv fra 2019Heisadkomst til leilighet og garasjeBiloppstillingsplass i garasjekjeller med elbil-laderGodt med lagringsplass i kjellerbod på 9 kvmUmiddelbar nærhet til dagligvareforretning og offentlig kommunikasjonGangavstand til parker og Akerselva med fine turmuligheterHusk å melde deg på visning - velkommen! Tir. 20. april 1700 - 1800 + Legg til i kalender Visningspåmelding",2021-04-16,https://www.finn.no/realestate/homes/ad.html?finnkode=214730509,214730509,216870,8530870,3795,Leilighet,Eier(Selveier),3,90,90,4,2002,D-rød,NA,810,NA,99,7752,1584687,64000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Idyll på Rosenhoff,"Rosenhoffgata 6A, 0569 Oslo",4800000,Sjarmerende 3-roms i sveitservilla I Separat kjøkken I Nytt gulv og nymalte overflater i 2021 I Generøs takhøyde,"Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Rosenhoffgata 6A er presentert av Karoline Selvåg v/Privatmegleren Rodeløkka.Romslig og delikat 3-roms andelsleilighet med nye gulv i 2021, mange vindusflater og god takhøyde. Leiligheten er gjennomgående og har en god planløsning med følgende romfordeling: entré, to soverom, separat kjøkken og stue.Leiligheten ligger i et populært boområde på Rosenhoff, i bydel Grünerløkka med godt utvalg av forretninger og servicetilbud. Umiddelbar nærhet til buss og trikk, søndagsåpen dagligvarebutikk og for øvrig alt av daglige gjøremål.Enstavsparkett fra 2021Dusjkabinett og servant fra 2021Nymalte overflater i hele leilighetenSeparat kjøkkenLuftige soveromBarnevennlig nabolagHyggelig felles hageKjellerbod på ca. 8 kvmGode lysforhold i leilighetenSvært sentral beliggenhet og god offentlig kommunikasjon Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=213583301,213583301,8060,5165502,4095,Leilighet,Andel,2,68,68,1,1900,G-rød,3,373,NA,75,NA,1161816,357442,Ja,NA,NA,NA,NA,NA,NA,NA,NA
