new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,num,omkostninger,totalpris,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,byggear,energimerking,tomteareal,bruttoareal,boligselgerforsikring,formuesverdi,fellesgjeld,felleskost_mnd,etasje,rom,fellesformue,sikringsordning,festeavgift,tomt,kommunale_avg,grunnflate,renovert_ar,festear,utleiedel
FALSE,Iladalen/ Kiellands Plass,"Uelands gate 59 H, 0456 Oslo",4650000,"Meget attraktiv, romslig og gj. gående 2-roms med 2 balkonger - Mulig 3-roms - Fyring og varmtvann inkludert","Balkong/Terrasse, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Søn. 11. april 1400 - 1500 + Legg til i kalender Man. 12. april 1800 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Attraktiv, romslig og gjennomgående 2-roms leilighet med 2 balkonger og god standard - Felles treningsrom - Mulig 3-roms, se alternativ planløsning.Dette er en meget attraktiv, lys, gjennomgående og innholdsrik 2-roms leilighet beliggende rolig til ved Iladalen. Boligen er pen og tidsriktig med lekre overflater, originale tregulv i alle rom, 2 balkonger med gode solforhold og et delikat kjøkken. Av oppussing kan det blant annet nevnes malte flater, slipte tregulv og oppgradert kjøkken- og bad. Planløsningen er optimal med romslig stue, separat kjøkken, baderom, stort soverom med gode oppbevaringsmuligheter og et hyggelig inngangsparti.Kvaliteter:Ingen dokumentavgift2 balkongerGode lys- og solforholdOrginale tregulvKjellerbodVeldrevet borettslagFelles treningsromMulig 3-roms Søn. 11. april 1400 - 1500 + Legg til i kalender Man. 12. april 1800 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=213514952,213514952,NA,8060,4821399,Leilighet,Andel,1,56,56,1941,F-mørkegrønn,4578,62,Ja,1154568,163339,3662,3,2,28710,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Oppsal/Godlia,"Mekanikerveien 6, 0684 Oslo",4190000,"Strøken 3-roms hjørneleilighet med høy standard, nydelig utsikt, lekker peisovn og nærhet til marka. T-bane 500 m unna.","Balkong/Terrasse, Peis/Ildsted, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Bademulighet, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning, Lademulighet"," Søn. 11. april 1300 - 1400 + Legg til i kalender Tir. 13. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Mekanikerveien 6 er en meget lekker 3-roms hjørneleilighet i første etasje. Bygget ligger høyt plassert så den nydelige utsikten strekker seg helt til marka i det fjerne, samtidig som det er enkel adkomst. Fra leiligheten er det utgang til en innglasset balkong på ca. 8 kvm hvor sol og utsikt virkelig kommer til sin rett. I stuen sørger nyere hjørnevinduer for å ivareta utsikten. Leiligheten har en gjennomgående moderne stil etter betydelig modernisering i 2017, med rustikke elementer, sobert fargevalg og pene enstavs gulv i eikeparkett. Stuen har hygge fra peisovn, det stilige kjøkkenet har alle hvitevarer integrert og i entreen setter en teglsteinsvegg prikken over i-en. Det er skyvedørsgarderobe på begge soverom, opplegg for vaskemaskin på bad og god lagringsplass i tre kjellerboder. Søn. 11. april 1300 - 1400 + Legg til i kalender Tir. 13. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-06,https://www.finn.no/realestate/homes/ad.html?finnkode=213514625,213514625,NA,15554,4382554,Leilighet,Andel,2,61,69,1960,G-oransje,25500,76,Ja,872033,177000,3490,NA,3,15864,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Toppleilighet på Grünerløkka,"Nordre gate 23, 0551 Oslo",6500000,"Lekker, lys og skjermet 3-roms loftsleilighet med solrik terrasse i 4. etasje og 86 kvm gulvareal","Balkong/Terrasse, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Bredbåndstilknytning"," Søn. 11. april 1230 - 1330 + Legg til i kalender Man. 12. april 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Lekker og gjennomgående 3-roms toppleilighet i 4. etasje med solrik terrasse - Ingen fellesgjeld - 86 kvm gulvareal.Dette er en lys og gjennomgående 3-roms selveierleilighet med skjermet beliggenhet i byggets 4. etasje. Boligen har en meget god planløsning, er en loftsleilighet og inneholder: et hyggelig inngangsparti, romslig stue / spisestue, pent kjøkken fra HTH, solrik og sydvendt terrasse, flislagt baderom med opplegg for vaskemaskin og 2 soverom. Det er godt med oppbevaringsplass i leiligheten, i tillegg er det kjeller- og mulighet for loftsbod. Lave felleskostnader og ingen fellesgjeld.Kvaliteter:Lys og gjennomgående 3-romsSolrik terrasse på ca. 6 kvmSelveierleilighet86 kvm gulvarealGod takhøyde på ca. 3,53 m (høyeste punkt)Internett og varmtvann inkl. i felleskostnadene Søn. 11. april 1230 - 1330 + Legg til i kalender Man. 12. april 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=213514051,213514051,NA,174070,6674070,Leilighet,Eier(Selveier),2,69,69,1872,G-rød,354,76,Ja,1290034,NA,2764,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ulsrud/Oppsal,"Østmarkveien 17B, 0687 Oslo",3600000,Lys 3-roms med vestvendt markterrasse og trappefri adkomst - Seniorbolig for deg over 55 år. Oppussingsobjekt.,"Balkong/Terrasse, Rolig, Sentralt, Turterreng, Offentlig, vann/kloakk, Bredbåndstilknytning"," Søn. 11. april 1315 - 1415 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Østmarkveien 17 B er en lys 3-roms seniorbolig i 1. etasje. Dette er en flott mulighet for deg over 55 år. Leiligheten har en god beliggenhet, og ligger skjermet til på Ulsrud/Oppsal med nærhet til Rema 1000, Oppsal senter, T-bane, buss m.m. Her har du det du trenger i gangavstand.Leiligheten holder en gjennomgående eldre standard og fremstår som normalt vedlikeholdt. Oppgradering bør påregnes for å kunne nå dagens krav til standard. Innvendig består leiligheten av entré, gang, bad, 2 soverom, kjøkken, stue og bod. Leiligheten kan også skilte med trappefri adkomst og to markterrasser på henholdsvis 8,5kvm og 11kvm. Det også godt med bodplass og mulighet for kjøp av garasjeplass.Boligene i DES-klubben er maksprisregulert, dvs at første budgiver på kr. 3.600.000,-. vil få kjøpe boligen. Søn. 11. april 1315 - 1415 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-06,https://www.finn.no/realestate/homes/ad.html?finnkode=213513951,213513951,NA,8060,3875978,Leilighet,Andel,2,71,74,1987,G-rød,8669,81,Ja,1145477,267918,4689,NA,3,33205,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ettertraktet på Bolteløkka,"Ullevålsveien 79, 0454 Oslo",10300000,"Lys, attraktiv og luftig selveierleilighet på 104 kvm med hybeldel, vestvendt balkong og peis - 2 baderom","Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Turterreng, Bredbåndstilknytning"," Søn. 11. april 1530 - 1630 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Dette er en lys, lekker og gjennomgående selveierleilighet på 104 kvm med egen hybel, samt populær og sentral beliggenhet på Bolteløkka ved Adamstuen. Leiligheten har gjennomgått en makeover de senere år med bl.a. etablering av hybel, og holder en god standard. Hybeldel ble etablert i 2019, og har egen inngang, kjøkken, bad og soverom. Selger har i senere tid leid ut hybelen for kr 11 000,- pr. mnd. Dersom du har behov for en planløsning uten hybel med 3 soverom, se alternativ planløsning da dette er enkelt å reversere.Kvaliteter:Vestvendt balkongPeis i mellomstueHybeldelStort spisekjøkkenGodt med bodplassStore vindusflater som sikrer godt med naturlig lysPopulær og sentral beliggenhetVeldrevet sameie med næringslokale som genererer inntekterIngen fellesgjeldLave felleskostnader Søn. 11. april 1530 - 1630 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=213513579,213513579,NA,269070,10569070,Leilighet,Eier(Selveier),3,104,104,1915,G-oransje,320,116,Ja,1923000,NA,2165,5,4,17486,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Kiellands hus,"Waldemar Thranes gate 72 (vendt mot bakgård), 0175 Oslo",3000000,"SKJERMET MOT FRODIG BAKGÅRD|Attraktiv 1-R leilighet i 3. etasje med heisadkomst, alkove og felles takterrasse|IN-ordning","Takterrasse, Bredbåndstilknytning, Heis, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng","360° visning Søn. 11. april 12:00 - 13:40 + Legg til i kalender Man. 12. april 17:00 - 18:00 + Legg til i kalender I Notar ønsker vi trygge visninger og hindre spredning av coronaviruset. Derfor tilbyr vi påmeldingsvisninger. Kontakt megler fortløpende på telefon eller via linken VISNINGSPÅMELDING for å avtale tid for visning. Visningspåmelding Waldemar Thranes gate 72Her bor du høyt og fritt i 3. etasje med fransk balkong og flott utsikt over den frodige bakgården. Leiligheten har en praktisk og velutnyttet romløsning med sovealkove. Inngangspartiet er romslig med plass til garderobeskap, og gir et godt førsteinntrykk. Badet og kjøkkenet er nytt i 2006, og fremstår tiltalende og moderne.Dette er leiligheten for deg som ønsker å bo sentralt, med tilgang til alt av fasiliteter, god offentlig kommunikasjon og flere grønne ""lunger"".- Fyring, varmtvann og internett (fiber) inkludert i f.kost- Ingen forkjøpsrett- Gode lysforhold fra de store vindusflatene og den franske balkongen- Bod på ca 5 kvm- IN-ordning. Betaler du ned lånet er de nye f.kost ca. 1 407,-Ta kontakt for visning, se også virtuell visningen nå. Søn. 11. april 12:00 - 13:40 + Legg til i kalender Man. 12. april 17:00 - 18:00 + Legg til i kalender I Notar ønsker vi trygge visninger og hindre spredning av coronaviruset. Derfor tilbyr vi påmeldingsvisninger. Kontakt megler fortløpende på telefon eller via linken VISNINGSPÅMELDING for å avtale tid for visning. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=213155465,213155465,NA,1162,3478162,Leilighet,Andel,0,26,26,2006,C-mørkegrønn,5106,NA,NA,638672,477000,2881,3,1,5868,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ullernåsen,"Øvre Ullern Terrasse 67, 0380 Oslo",12490000,Unik og attraktiv terrasseleilighet på hele 240 m² (P-ROM) - Hybel - Carport - Stor terrasse - Peis - Barnevennlig,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Søn. 11. april 12:00 - 13:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding Velkommen til denne fantastiske terrasseleiligheten med attraktiv og barnevennlig beliggenhet i ettertraktede Ullernåsen. Leiligheten er av meget god størrelse (255 m² BRA) med en åpen og praktisk planløsning, privat beliggenhet og uten gjenboere. De store rommene og vindusflatene bidrar til en lys og fin atmosfære, samt høy bokvalitet.Høydepunkter:- Herlige stuearealer, perfekt for sosiale sammenkomster- Alt på 1 plan- Stor terrasse på ca. 30 kvm- 3 bad- Hybel med egen inngang- Peis i stue- Carport og parkering med lademulighet- Usjenert og privat- Mye oppbevaringsplass i innvendig bod- Egen inngang med varmekabler i trapp- Innerst i blindvei grensende mot Mærradalen- Barnevennlig beliggenhet og kort vei til off. kommunikasjonVelkommen til visning! Søn. 11. april 12:00 - 13:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding",2021-04-09,https://www.finn.no/realestate/homes/ad.html?finnkode=212957367,212957367,NA,325512,12961139,Leilighet,Eier(Selveier),3,240,255,1963,F-rød,19112,268,NA,3255418,145627,5388,2,5,138392,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Kalbakken;,"Christoffer Hellums vei 11, 0951 Oslo",3450000,"Lys, romslig og moderne 3-roms med en solrik balkong - Originale tregulv - Fyring og nett inkl. i FK - Parkering*","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Hage, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Søn. 11. april 14:00 - 15:00 + Legg til i kalender Man. 12. april 17:30 - 18:30 + Legg til i kalender Visningspåmelding Silje fra Nordvik Grünerløkka har gleden av å presentere Christoffer Hellums vei 11! En flott og lys 3-roms med god standard! Leiligheten ligger i en høy 1.etasje med svært lite innsyn og en av borettslagets beste interne beliggenheter. Boligen har en luftig og god planløsning med stor innglasset balkong som gir følelsen av ""ekstra rom"". Her flytter du inn i et veldrevet borettslag med god vedlikeholdshistorikk! Ingen dok. avgHøy 1.etasje med mye lysinnslippLave FK m/ fyring og kabel-TV/internett inkludertInnglasset balkong med gode solforholdSeparat kjøkkenNytt soverom fra 2021Mulighet for leie av p-plass og garasjeplassStort fellesareal med gressplener på fram- og baksideBuss, tog og t-bane i umiddelbar nærhet Søn. 11. april 14:00 - 15:00 + Legg til i kalender Man. 12. april 17:30 - 18:30 + Legg til i kalender Visningspåmelding",2021-04-03,https://www.finn.no/realestate/homes/ad.html?finnkode=213446178,213446178,NA,15526,3582708,Leilighet,Andel,2,57,57,1955,F-lysegrønn,45926,65,NA,749778,117182,3373,1,3,17695,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Refstad,"Refstad allé 8, 0586 Oslo",3800000,"Moderne og svært solrik 4-roms m/ flott utsikt - Strøkent kjøkken(2020) - V.vann, fyring, tv/internett inkl. - Sentralt","Balkong/Terrasse, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Søn. 11. april 1500 - 1600 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Svært lys og moderne andelsleilighet beliggende høyt og fritt i byggets 4. etasje med 3 romslige soverom. God standard på alt av innredning og overflater med flotte, tidsriktige fargevalg, og bl.a. et strøkent kjøkken fra 2020 med helintegrerte hvitevarer. Gode lysinnslipp fra flere kanter i en gjennomgående planløsning og tilgang til en solrik balkong med nydelig utsikt. Boligblokken ligger i en rolig blindvei, i gangavstand til skoler, barnehager, service- og kollektivtilbud.I regi av borettslaget ble vinduer og balkongdører skiftet i 2014/2015, hvor det også ble montert inn doble glass for ekstra lydisolering i rommene som vender ut mot veien. Det er ellers en god vedlikeholdshistorikk i borettslaget. Varmtvann, fyring, tv og internett er inkludert. Godt med parkering rett utenfor. Søn. 11. april 1500 - 1600 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=213507317,213507317,NA,8060,3909671,Leilighet,Andel,3,70,70,1955,G-mørkegrønn,9304,77,Ja,925824,101611,4572,4,4,9122,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Kalbakken,"Christoffer Hellums vei 18, 0951 Oslo",3400000,"Svært solrik og frittliggende 3-roms m/flott utsikt fra balkong - Bad regi av brl - Fyring, tv/internett inkl - Sentralt","Balkong/Terrasse, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Man. 12. april 1630 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Christoffer Hellums vei 18 - En lys, gjennomgående og pen 3-roms andelsleilighet beliggende i byggets toppetasje(4.etasje) i fantastiske lys- og solforhold. Leiligheten har en særdeles god intern beliggenhet i borettslagett som sørger for rikelig med sol samt flott utsikt over nabolaget. Den gjennomgående løsningen gir luftige rom og leiligheten fremstår som pen med tidsriktig, lyse fargevalg på alle overflater. Badet er totalt modernisert i regi av Borettslaget i 2006/2007 og fremstår som moderne.Lys stue med god plass til sofa og spisebord.Kjøkken i eget rom med masse benke- og skapplass.God lagringsplass i to boder.Tv, internett og fyring inkl.Lave omkostninger ved kjøp.Hovedsoverom m/ garderobe og walk-in.Svært veldrevet borettslag.Nærhet til alt.Innglasset balkong.Velkommen! Man. 12. april 1630 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-09,https://www.finn.no/realestate/homes/ad.html?finnkode=213507247,213507247,NA,15554,3553623,Leilighet,Andel,2,63,73,1957,F-lysegrønn,39658,80,Ja,833140,138069,3904,4,3,20855,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Vinderen,"Tunfaret 12, 0373 Oslo",3000000,1(2) roms oppussingsobjekt med potensiale- Balkong med flott utsikt- Sentralfyr og varmtvann inkl. Garasjeplass.,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding Tunfaret 12 er en praktisk 1-roms leilighet i ettertraktede omgivelser. Eiendommen ligger sentralt mellom byen og marka og med kort vei til flere utdanningsinstitusjoner. Det er ellers gangavstand til T-bane, busstopp og matbutikk. Sameiet har velstelt felleshage, vaskeri og tørkerom. Leiligheten ligger i høy første etasje og har en overbygd balkong med nydelig utsikt over Gaustadbekken, Oslo Sentrum og Oslofjorden.Det medfølger parkeringsplass i felles låsbart garasjeanlegg.Balkongen strekker seg langs leilighetens front og har flott utsikt over idyllisk område.God takhøyde og store vindusflater.Vender mot frodig felles hageanlegg.Bod/omkledningsrom tilknyttet entrè.Varmtvann, fyring, kabel-tv/internett inkl. i felleskost.Ingen forkjøpsrett.Kjellerbod.Perfekt førstegangskjøp Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding",2021-04-09,https://www.finn.no/realestate/homes/ad.html?finnkode=213362018,213362018,NA,77712,3132993,Leilighet,Eier(Selveier),1,36,36,1971,NA,2296,40,NA,928236,55281,2750,2,1,15893,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# Torshov - Sentral og rolig sidegate,"Sandakerveien 48 B, 0477 Oslo",4590000,Delikat 2 (3)-roms selveier med god standard | 2 balkonger | Nytt kjøkken 2016 | Vedkamin | God takhøyde | Parkering*,"Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Søn. 11. april 1400 - 1500 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Sandakerveien 48 B!Lys, pen 2 (3)-roms med god standard og gjennomgående planløsning2 balkonger med sol fra morgen til kveldGod takhøyde (2,67 m i stue) og store vindusflater med dype karmer som gir gode lysforhold, flott utsikt og en åpen, luftig atmosfæreStor stue med god plass til sittegruppe og spisebordFlott vedkamin. Pipeløp er nylig rehabilitertEpoq-kjøkken fra 2016Integrert stekeovn, induksjonstopp, oppvaskmaskin og kjøl-/ fryseskapKomfyrvakt og vannstopperVentilator med uttrekk fra leilTidsriktig bad rehabilitert i regi av sameiet 2005Opplegg for vaskemaskinLuftig soverom mot indre gårdsromNye vinduer 2015AutomatsikringerKun kr 2.058,- i f.utgMulig ombygging til 3-roms, se alt. planløsningDyrehold er tillattUtleie er tillatt Søn. 11. april 1400 - 1500 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-06,https://www.finn.no/realestate/homes/ad.html?finnkode=213499601,213499601,NA,125639,4791404,Leilighet,Eier(Selveier),1,49,49,1947,F-oransje,856,NA,NA,990294,75765,2058,2,2,22576,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# Grünerløkka,"Thorvald Meyers gate 44 A, 0552 Oslo",4340000,"Lys, klassisk 3 (4)-roms med 2,97 meter takhøyde | Rosett | Nytt kjk 2018 | Integ hvitevarer | Varmtvann & internett ink","Parkett, Barnevennlig, Rolig, Moderne, Sentralt, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning"," Søn. 11. april 1530 - 1630 + Legg til i kalender Man. 12. april 1730 - 1830 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Thorvald Meyers gate 44 A!Lys, pen 3 (4)-roms med god planløsning i klassisk bygård midt Grünerløkka med nydelig utsikt mot Olaf Ryes PlassGjennomgående planløsning og perfekt beliggenhet i 3. etasjeKlassisk preg med god takhøyde (2,97 m i stue), rosett og store vindusflater med dype karmer som gir gode lysforhold, nydelig utsikt og en åpen, luftig atmosfæreLeiligheten kan ombygges til 4-roms, se alternativ planløsningStor, luftig stuePen kjøkkeninnredning fra 2018Integrert stekeovn, induksjonstopp, oppvaskmaskin og kjøl-/ fryseskapVannstopper og komfyrvakt er installertFlislagt bad med opplegg for vaskemaskin2 soverom vendt mot indre gårdsromVarmtvann og internett inklHusdyr er tillattIngen forkjøpsrettLave omkostninger (ingen dokumentavgift) Søn. 11. april 1530 - 1630 + Legg til i kalender Man. 12. april 1730 - 1830 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-06,https://www.finn.no/realestate/homes/ad.html?finnkode=213499615,213499615,NA,8009,4699919,Leilighet,Andel,2,55,55,1891,G-rød,404,NA,NA,992457,351910,5305,3,3,66438,NA,NA,NA,NA,NA,NA,NA,NA
